edad,sexo,altura,bmi,peso,h_sueno,c_sueno,n_estres,h_movil,t_pantalla,pasos,i_ejercicio,m_ejercicio,alim_enteros,alim_procesados,g_proteina,g_fibra,h_social,h_sol,l_agua,n_alcohol,t_meditacion,bienestar_fisico,bienestar_mental
62.0,1,1.76,23.2,71.68,6.1,6.2,5.1,2.4,4.0,5466.0,3.1,26.0,4.0,4.4,90.2,30.4,4.3,1.2,3.1,0.3,25.0,69.06,54.0
36.0,1,1.62,32.59,85.11,5.7,5.8,6.9,2.3,5.0,4871.0,1.0,0.0,6.7,2.5,98.5,5.0,5.1,1.1,1.5,1.3,21.0,58.49,54.21
31.0,1,1.76,25.09,77.77,6.3,6.2,5.7,7.1,8.2,6435.0,3.9,46.0,5.5,5.0,83.6,24.8,1.3,1.3,0.9,1.0,21.0,71.13,39.33
48.0,1,1.81,21.5,70.39,6.9,5.7,4.0,4.8,6.3,10471.0,2.4,99.0,6.6,4.2,59.1,31.3,7.8,1.2,2.4,2.6,19.0,83.07,64.13
37.0,0,1.76,21.23,65.45,4.7,4.0,6.4,4.5,8.0,4861.0,3.5,6.0,4.6,4.8,109.3,33.0,5.3,1.8,1.9,6.1,17.0,35.32,40.53
19.0,1,1.72,23.18,68.79,5.5,4.7,6.0,2.4,4.1,7229.0,1.9,45.0,4.8,5.0,108.2,19.4,5.8,0.0,1.2,2.8,10.0,49.24,45.52
25.0,0,1.62,8.54,22.44,6.3,5.7,4.0,4.9,5.1,5666.0,3.5,38.0,8.3,0.8,104.2,22.6,7.7,2.5,2.0,0.4,15.0,79.92,69.13
52.0,0,1.63,27.46,73.16,6.8,5.1,5.5,3.8,5.8,7507.0,3.1,54.0,3.9,5.6,86.4,20.1,3.7,2.1,2.4,5.5,1.0,58.58,49.44
49.0,1,1.8,19.34,62.67,8.2,7.8,1.6,4.3,6.2,7685.0,3.4,63.0,4.0,6.2,101.9,21.9,6.1,0.3,1.9,1.0,15.0,81.63,77.66
19.0,0,1.76,30.23,93.89,7.2,6.4,3.5,2.5,5.7,6298.0,2.7,29.0,5.9,3.6,107.9,16.7,4.8,0.0,1.5,1.3,23.0,62.93,62.15
28.0,1,1.7,24.41,70.29,6.4,6.0,3.7,4.2,6.3,5354.0,5.0,36.0,4.5,5.3,122.4,17.9,4.6,0.5,1.9,1.1,10.0,63.33,60.22
29.0,1,1.67,18.78,52.17,6.1,5.7,6.5,3.4,4.9,5323.0,2.1,19.0,4.2,4.3,109.8,28.5,3.5,1.3,2.0,0.7,7.0,61.27,45.62
50.0,1,1.54,29.28,69.25,5.7,3.9,4.5,2.9,5.9,4897.0,4.0,13.0,6.2,4.9,91.3,26.1,8.3,4.1,0.8,4.5,5.0,54.67,58.17
19.0,1,1.61,20.84,54.31,7.0,5.9,5.1,5.1,7.2,4916.0,2.0,32.0,3.0,7.5,63.8,28.9,4.2,2.0,1.9,0.8,15.0,63.11,54.19
23.0,0,1.85,22.46,77.1,7.0,5.4,3.7,1.7,2.9,3557.0,1.0,0.0,4.0,6.8,93.1,26.7,6.4,0.0,1.2,1.7,18.0,50.03,62.81
56.0,0,1.6,29.14,74.36,6.6,6.8,4.3,4.8,8.0,4199.0,3.6,19.0,10.0,1.3,95.1,30.6,1.2,0.8,2.4,0.5,31.0,88.24,52.43
26.0,1,1.72,28.68,84.37,5.4,4.2,7.7,5.0,7.2,7404.0,3.1,63.0,6.9,2.3,104.2,32.0,7.4,1.4,1.1,3.2,6.0,61.29,22.06
49.0,0,1.78,18.34,58.14,6.5,3.6,5.8,2.7,4.7,6452.0,2.5,36.0,4.5,5.1,117.1,11.1,7.1,1.8,2.6,3.0,22.0,63.0,55.44
29.0,1,1.6,27.56,70.51,6.5,6.2,7.3,2.8,4.9,7534.0,3.1,57.0,6.8,1.3,88.1,18.2,5.2,0.2,1.8,0.7,12.0,88.77,49.22
23.0,1,1.71,16.84,49.52,6.9,6.1,4.9,3.7,4.6,8844.0,3.3,79.0,7.1,6.0,132.0,23.1,4.5,1.4,1.7,2.3,32.0,79.74,66.34
29.0,1,1.78,25.56,80.52,5.8,4.0,5.0,4.4,5.9,5261.0,4.8,30.0,8.0,1.9,54.8,24.8,5.8,0.8,2.2,2.4,11.0,70.01,45.57
52.0,0,1.7,26.88,77.78,6.0,4.8,6.7,3.8,5.8,6830.0,2.1,38.0,5.7,5.3,98.4,19.6,9.6,0.4,1.5,1.7,11.0,64.11,55.43
58.0,0,1.93,20.8,77.44,5.6,4.5,5.0,4.7,6.5,5550.0,2.4,26.0,8.0,0.8,74.0,32.3,1.5,1.8,2.2,1.8,13.0,74.08,42.93
57.0,0,1.57,28.54,70.02,5.7,4.7,4.3,6.6,9.9,4736.0,3.3,12.0,1.9,9.1,51.9,40.8,6.6,2.3,1.6,1.7,21.0,43.72,59.66
37.0,0,1.78,23.93,76.22,7.2,7.3,2.6,3.2,5.5,5144.0,2.7,11.0,3.9,8.0,86.0,26.5,3.2,2.3,1.7,0.2,50.0,61.82,81.22
49.0,1,1.69,33.08,94.07,5.1,4.4,6.0,1.4,4.3,6100.0,2.9,43.0,6.3,3.6,60.9,25.7,5.0,2.1,2.2,2.2,1.0,47.88,47.45
28.0,0,1.76,21.18,65.72,6.2,5.4,5.1,5.2,7.2,6579.0,4.1,41.0,6.7,2.3,86.8,31.8,4.5,1.0,1.3,1.3,1.0,69.36,47.59
32.0,0,1.74,23.94,72.08,6.0,6.0,4.7,6.5,9.6,9668.0,1.0,91.0,4.2,5.7,90.7,10.1,4.1,2.2,1.2,1.2,42.0,71.54,63.75
60.0,0,1.64,19.94,53.71,6.8,5.5,3.1,4.6,7.0,7801.0,2.4,68.0,6.5,1.3,112.4,25.2,5.0,1.8,2.1,3.9,11.0,80.21,55.17
19.0,1,1.72,19.3,56.98,6.8,5.6,5.8,2.4,4.4,5017.0,1.3,12.0,4.8,5.2,59.8,32.8,2.7,1.6,2.0,0.0,14.0,63.54,43.67
22.0,1,1.55,29.69,71.47,7.3,6.4,2.6,3.8,5.8,8144.0,1.8,65.0,5.4,5.4,108.2,19.9,7.1,0.9,2.1,0.6,10.0,72.22,73.61
28.0,0,1.75,28.32,86.56,7.4,7.0,4.3,2.3,3.4,5590.0,5.0,27.0,8.0,1.9,92.0,15.2,1.4,1.0,2.2,0.3,1.0,83.46,57.08
19.0,0,1.72,22.26,66.16,6.7,5.8,6.8,5.0,7.5,8014.0,3.6,68.0,7.8,1.9,110.6,23.5,6.1,1.6,2.0,0.1,22.0,87.2,47.59
27.0,0,1.75,21.67,66.46,6.3,6.9,6.0,2.0,3.9,5360.0,4.0,18.0,4.0,6.5,81.4,24.5,4.3,3.9,2.4,0.6,21.0,64.71,65.22
45.0,0,1.78,20.06,63.9,5.2,2.5,6.3,3.5,5.0,4448.0,2.9,1.0,3.9,6.7,63.4,17.7,2.7,1.8,2.1,8.9,6.0,18.73,28.0
38.0,1,1.73,20.72,61.98,5.8,5.1,5.7,2.5,5.6,4610.0,3.8,10.0,5.2,3.2,65.7,41.8,5.4,0.9,0.8,0.6,5.0,59.18,60.92
60.0,1,1.71,25.4,74.42,7.2,5.6,3.9,4.2,4.9,5446.0,1.2,15.0,5.9,4.1,64.2,21.2,1.9,0.7,1.0,2.2,27.0,62.9,62.85
56.0,0,1.63,17.9,47.54,6.6,6.7,4.3,3.5,5.0,5004.0,4.0,11.0,4.7,7.8,99.6,15.8,5.1,1.0,3.2,0.3,1.0,65.23,61.63
34.0,0,1.64,33.05,89.21,5.5,4.5,4.6,4.3,7.3,3321.0,2.2,4.0,8.1,0.6,119.5,24.3,2.2,3.7,2.0,1.8,32.0,45.0,55.66
30.0,1,1.79,18.63,60.02,5.5,3.1,3.2,4.0,6.3,7152.0,2.5,64.0,6.7,3.2,78.7,32.3,5.9,1.1,2.6,8.3,4.0,54.06,49.79
36.0,0,1.81,24.54,80.83,6.7,5.6,5.4,2.5,4.5,9874.0,3.5,88.0,6.8,5.1,102.6,25.1,3.2,2.4,1.8,0.7,13.0,80.83,48.27
46.0,1,1.68,18.03,50.95,6.0,4.7,4.3,4.9,7.2,3877.0,1.0,0.0,3.5,7.6,59.5,28.9,4.1,1.1,2.0,3.8,41.0,45.98,58.39
31.0,0,1.7,27.57,80.03,4.7,1.4,3.5,3.9,6.1,8641.0,3.1,76.0,8.3,1.2,93.6,18.0,5.6,1.8,1.7,10.0,17.0,44.49,46.59
47.0,0,1.63,30.23,80.08,6.6,5.6,7.2,2.5,3.0,4650.0,1.6,1.0,1.0,9.2,103.4,36.9,3.5,2.3,3.5,1.8,8.0,44.21,43.57
37.0,0,1.79,23.55,75.76,5.3,4.6,6.8,7.4,9.0,6512.0,3.1,42.0,7.7,2.3,61.0,29.5,4.9,0.9,2.2,0.7,18.0,64.23,33.34
44.0,1,1.75,17.92,55.08,5.3,5.1,7.8,4.7,8.3,4019.0,1.0,0.0,7.9,1.4,85.9,33.4,2.0,0.9,1.7,2.2,6.0,54.08,8.53
38.0,1,1.86,21.42,73.74,6.4,4.8,4.3,3.8,5.1,6692.0,2.5,52.0,5.1,4.8,104.3,27.9,6.3,3.2,1.0,3.7,5.0,66.26,58.52
32.0,0,1.63,19.67,52.25,6.7,6.2,2.6,6.1,7.8,4185.0,1.0,0.0,8.5,1.2,40.0,31.6,8.5,2.5,3.2,0.4,60.0,78.64,90.31
63.0,0,1.67,23.75,66.21,5.9,5.3,5.2,6.8,8.2,6929.0,2.1,44.0,5.9,4.2,116.7,18.0,10.6,2.3,1.9,1.2,21.0,76.06,66.35
54.0,0,1.72,28.93,85.44,6.8,7.0,5.1,3.8,5.7,6259.0,3.0,42.0,6.1,3.1,97.1,21.1,5.2,2.3,2.4,0.8,16.0,83.84,63.5
25.0,0,1.75,26.71,81.95,6.0,6.1,7.5,4.5,5.9,5678.0,4.5,36.0,6.7,2.0,104.3,35.8,6.6,2.0,2.5,0.7,7.0,77.95,58.05
59.0,0,1.68,24.8,70.23,4.9,4.1,5.9,2.5,5.0,5986.0,2.3,11.0,10.0,0.0,81.7,37.5,1.4,3.5,1.7,3.9,1.0,60.91,43.91
41.0,0,1.63,20.84,55.38,6.3,4.9,4.4,3.8,6.0,7113.0,4.1,53.0,8.7,3.0,55.5,15.8,8.0,1.5,2.4,1.1,0.0,82.16,52.69
60.0,1,1.77,25.42,79.68,6.0,5.3,6.0,3.7,6.5,6345.0,5.0,45.0,7.4,2.7,100.7,27.0,6.6,2.1,1.6,0.8,12.0,83.72,54.53
56.0,0,1.76,22.75,70.29,6.6,6.3,2.8,4.3,5.2,6341.0,3.2,33.0,4.2,5.5,88.3,21.6,4.0,0.0,1.4,1.9,22.0,65.72,66.15
38.0,0,1.63,13.3,35.2,7.1,5.9,6.2,4.5,6.2,7145.0,2.5,53.0,6.3,4.5,90.6,19.4,7.5,0.7,2.7,0.5,12.0,76.98,48.23
19.0,1,1.81,24.99,81.74,7.1,6.6,2.8,4.8,6.6,5654.0,2.2,37.0,4.4,5.5,111.8,27.3,4.5,0.3,1.9,0.5,28.0,67.99,62.77
31.0,0,1.79,21.65,69.64,5.5,4.4,7.2,4.4,6.8,7034.0,4.3,47.0,7.6,4.2,105.2,34.1,4.1,2.8,2.3,1.5,1.0,57.09,38.66
43.0,1,1.71,30.08,88.04,6.8,5.7,3.5,2.2,3.4,4725.0,4.3,19.0,6.3,3.7,128.4,28.6,6.0,0.0,2.2,1.1,7.0,58.55,65.74
48.0,0,1.71,18.4,53.57,6.0,6.4,6.6,2.6,5.5,7088.0,4.4,38.0,3.8,6.9,93.1,22.4,2.9,1.1,2.4,0.7,4.0,71.26,39.62
30.0,1,1.74,7.35,22.35,6.3,6.3,6.4,3.2,6.4,7212.0,3.0,49.0,6.2,3.1,76.2,29.1,7.0,0.0,1.1,0.1,9.0,78.43,54.4
25.0,1,1.63,27.89,74.19,5.7,5.6,6.0,3.6,4.6,5129.0,4.0,21.0,4.3,6.2,86.2,22.1,2.9,0.7,1.6,1.5,1.0,55.86,44.46
57.0,1,1.7,25.66,74.37,5.8,5.0,2.4,5.6,7.1,4242.0,3.0,3.0,6.3,4.0,98.3,28.3,2.9,1.0,1.8,3.4,46.0,59.71,72.36
64.0,1,1.53,19.12,44.64,7.0,5.4,3.9,2.3,3.7,7175.0,2.1,45.0,4.3,5.7,110.3,36.2,3.2,2.9,1.5,3.8,4.0,61.13,63.22
43.0,0,1.77,17.66,55.32,7.2,6.3,3.1,3.5,8.1,8560.0,4.1,74.0,6.1,3.4,60.7,8.4,6.5,1.9,2.3,0.5,38.0,82.72,73.52
26.0,1,1.58,44.87,111.33,6.6,5.5,3.1,5.4,7.0,7029.0,4.6,33.0,7.5,1.9,90.2,31.4,3.8,0.7,2.7,1.8,8.0,67.84,62.76
31.0,0,1.82,19.74,65.42,5.7,4.3,5.4,3.6,7.2,7193.0,2.0,44.0,5.9,4.4,122.2,12.7,2.3,2.6,2.8,3.9,60.0,64.67,53.25
19.0,0,1.67,28.91,80.96,6.4,6.7,5.4,4.7,5.4,6216.0,2.0,33.0,5.2,5.4,85.2,34.8,3.8,1.5,1.8,1.1,12.0,72.43,64.74
61.0,0,1.68,21.27,60.24,6.8,4.2,1.7,3.8,4.8,7352.0,3.0,64.0,6.4,3.5,108.6,19.9,4.9,1.5,2.2,5.4,40.0,68.14,70.94
24.0,1,1.65,14.2,38.65,5.1,3.4,8.4,4.4,5.7,5288.0,4.0,23.0,7.4,2.9,99.9,15.3,2.6,0.3,2.3,4.7,0.0,46.52,1.46
45.0,0,1.68,23.98,67.45,7.2,6.2,3.8,3.7,4.8,5664.0,1.9,24.0,3.8,6.2,109.1,30.6,2.7,0.5,2.4,0.5,21.0,61.44,57.5
31.0,1,1.81,20.07,66.02,6.3,6.4,3.8,5.0,6.7,7822.0,3.2,71.0,6.5,3.6,73.8,27.9,9.2,0.7,1.5,0.6,35.0,89.15,74.06
44.0,1,1.5,28.41,64.0,7.2,7.5,3.9,1.7,3.0,5925.0,2.4,21.0,8.6,1.2,73.9,17.0,3.3,1.5,3.1,0.4,2.0,83.09,76.42
49.0,1,1.8,21.02,68.28,7.0,6.6,2.4,3.5,4.6,7524.0,3.7,67.0,7.1,2.9,90.4,15.0,4.4,1.6,2.6,0.4,2.0,87.15,65.9
57.0,1,1.73,24.8,73.96,6.4,4.9,4.0,4.4,7.6,7896.0,2.2,70.0,6.1,6.6,59.4,23.5,4.3,3.0,2.6,4.8,8.0,63.46,58.45
28.0,0,1.6,26.35,67.75,6.2,4.4,3.9,4.8,8.0,6975.0,3.8,54.0,7.3,3.0,84.6,15.4,4.2,1.9,2.7,5.4,41.0,69.96,59.27
19.0,0,1.61,19.59,51.04,5.0,5.2,7.3,6.2,9.2,4372.0,1.0,0.0,6.9,3.7,95.1,16.5,6.2,0.0,2.3,0.1,12.0,53.55,41.35
24.0,0,1.83,22.98,77.29,6.2,5.8,5.4,3.4,5.9,5703.0,2.1,35.0,7.5,2.9,125.7,25.9,6.9,1.8,1.4,1.8,11.0,73.72,55.82
60.0,0,1.62,15.45,40.76,4.4,4.3,6.7,6.2,8.3,4631.0,3.1,26.0,2.0,7.8,98.1,17.3,4.4,0.0,1.9,1.7,2.0,40.2,32.85
59.0,0,1.61,15.18,39.24,7.6,7.1,2.8,3.0,4.5,6011.0,1.1,24.0,2.9,8.4,102.5,28.4,2.5,0.5,1.0,1.0,0.0,62.65,63.86
46.0,0,1.79,25.28,81.09,6.2,5.7,6.3,6.0,7.0,5983.0,2.4,37.0,8.0,1.7,113.3,36.9,7.5,0.7,2.2,2.0,25.0,77.59,52.45
46.0,0,1.73,26.02,77.61,5.7,2.9,6.6,5.2,7.6,6761.0,3.3,55.0,3.0,8.1,70.7,23.8,4.8,0.8,1.9,5.9,1.0,47.92,41.79
49.0,1,1.62,26.18,69.14,8.0,7.3,3.4,2.6,3.5,5088.0,1.2,24.0,6.8,2.9,86.7,26.0,8.5,0.1,2.0,0.4,15.0,84.06,79.5
26.0,1,1.72,16.64,49.07,5.7,5.6,6.4,4.5,5.5,6483.0,1.0,27.0,5.3,3.7,138.5,41.1,0.5,1.7,2.7,0.3,37.0,75.51,47.33
61.0,0,1.62,22.68,59.38,6.2,6.1,7.7,3.9,7.1,5009.0,1.0,22.0,4.0,6.4,88.4,15.5,5.4,0.1,1.7,0.1,4.0,64.18,35.17
38.0,1,1.79,20.66,66.06,6.7,6.0,6.8,4.9,8.8,7918.0,4.3,66.0,6.7,2.2,112.3,34.5,8.8,1.9,1.8,0.9,16.0,78.49,53.85
36.0,0,1.78,14.46,46.06,5.6,5.3,5.5,3.7,6.1,5351.0,2.9,26.0,6.4,4.1,109.3,33.6,4.3,3.7,2.0,0.8,1.0,71.05,46.09
42.0,0,1.74,19.4,58.91,6.2,5.3,3.9,3.5,6.6,3396.0,2.5,0.0,10.0,0.0,60.4,31.8,4.5,0.2,0.9,1.1,14.0,77.42,61.77
20.0,1,1.73,26.69,79.78,5.0,3.7,7.6,6.1,7.8,3629.0,1.0,0.0,4.8,4.9,96.2,35.3,5.6,1.2,1.8,1.4,3.0,36.69,13.2
26.0,0,1.84,26.97,91.41,7.6,6.7,2.5,3.9,4.5,6399.0,2.6,51.0,8.9,0.0,92.9,27.2,3.9,0.0,0.5,2.8,20.0,83.4,68.65
53.0,0,1.7,22.05,63.71,3.7,3.1,9.1,5.2,7.9,4713.0,3.3,4.0,6.7,6.1,96.6,20.3,4.4,1.2,1.6,1.0,5.0,40.31,4.85
22.0,1,1.61,31.56,81.35,7.3,6.5,5.6,3.7,6.2,6385.0,3.0,39.0,4.7,3.7,74.9,33.8,4.3,2.1,2.5,0.8,9.0,68.79,51.23
46.0,1,1.74,13.7,41.29,5.3,3.8,4.5,6.5,8.6,5241.0,1.0,0.0,7.6,2.4,67.7,34.1,3.7,2.2,2.3,3.5,14.0,51.15,41.52
30.0,1,1.87,22.92,79.89,7.0,6.2,2.9,3.0,4.7,5022.0,3.3,23.0,7.1,4.0,80.5,33.8,7.5,1.6,1.6,3.8,3.0,70.79,69.89
36.0,1,1.62,22.11,57.94,6.8,6.2,2.7,3.1,6.0,3571.0,1.0,0.0,6.1,5.0,88.0,25.4,5.9,2.4,2.0,0.5,20.0,66.11,73.83
32.0,1,1.67,26.72,74.61,6.5,5.8,6.0,6.3,7.3,7526.0,2.8,46.0,6.5,4.3,113.7,19.3,5.5,4.0,1.4,0.8,5.0,77.76,54.98
35.0,0,1.73,22.06,66.28,5.5,4.7,4.2,3.3,4.6,7890.0,2.5,56.0,4.8,4.9,126.3,26.5,6.6,3.2,2.0,3.5,16.0,51.57,59.25
52.0,0,1.7,31.23,89.81,6.4,7.1,4.3,6.4,7.4,6081.0,2.7,31.0,4.3,7.0,117.9,32.5,4.5,1.0,3.8,0.2,3.0,62.88,54.23
32.0,0,1.62,21.64,56.88,6.4,6.1,5.1,5.3,7.4,3573.0,1.0,2.0,7.5,3.4,107.2,33.2,3.5,0.0,3.1,0.8,17.0,79.53,36.98
45.0,0,1.79,24.79,79.41,7.0,6.0,3.5,3.8,4.7,5811.0,3.3,16.0,5.6,4.7,69.9,21.6,3.8,1.1,2.0,1.2,2.0,64.85,54.1
40.0,1,1.89,18.51,65.81,6.3,6.3,5.2,1.3,2.6,6456.0,1.8,42.0,5.8,4.4,81.8,27.5,5.0,0.6,2.1,0.4,8.0,77.38,60.93
49.0,0,1.72,22.97,67.63,6.2,5.1,5.7,4.0,5.3,3785.0,1.0,0.0,6.6,3.1,94.2,14.5,2.9,2.0,1.4,0.4,4.0,68.21,48.99
62.0,1,1.63,25.38,67.24,6.2,5.6,4.4,4.2,5.9,6314.0,2.9,29.0,6.5,2.6,77.4,32.9,4.0,0.3,1.5,1.1,21.0,71.91,51.53
52.0,1,1.58,23.07,57.31,6.4,6.3,3.9,5.8,6.3,8948.0,3.1,83.0,3.1,8.1,101.5,18.7,4.0,1.4,2.2,2.8,5.0,69.97,55.73
28.0,1,1.72,23.57,69.79,5.1,4.1,3.6,6.4,8.5,5356.0,3.7,32.0,8.6,2.7,104.4,31.3,9.2,2.3,1.7,3.7,32.0,55.66,68.14
19.0,1,1.79,21.59,69.06,5.2,2.9,4.6,3.0,6.2,4020.0,1.0,0.0,6.2,2.9,100.7,15.8,0.0,1.4,2.5,7.7,33.0,32.12,47.26
30.0,1,1.74,24.37,73.62,6.4,6.1,6.6,5.2,7.3,4426.0,3.4,14.0,5.6,4.3,110.5,33.3,4.6,0.6,2.9,0.2,3.0,72.82,48.18
46.0,0,1.7,24.67,71.27,6.9,6.2,5.5,5.1,8.7,3406.0,3.3,15.0,6.9,3.0,71.9,27.6,8.5,2.7,2.2,0.5,14.0,74.64,61.32
20.0,1,1.65,30.0,81.97,4.7,4.1,7.8,5.6,8.9,8281.0,2.8,79.0,6.5,3.5,108.7,18.7,5.2,0.0,2.1,2.8,1.0,51.53,5.81
41.0,0,1.61,32.24,83.85,6.9,6.5,4.9,4.7,7.5,7952.0,2.1,70.0,7.5,2.5,76.1,30.5,6.5,1.2,1.0,1.6,7.0,72.91,51.31
46.0,1,1.77,17.38,54.24,8.6,7.5,1.2,1.1,3.2,7296.0,3.6,65.0,7.1,3.9,71.2,20.3,5.2,1.5,2.4,0.8,19.0,86.14,85.58
34.0,0,1.77,26.41,83.03,5.8,4.3,6.7,3.8,5.8,5568.0,3.7,21.0,7.4,1.8,100.6,31.0,3.7,1.5,1.3,0.5,16.0,70.93,49.63
54.0,1,1.58,21.01,52.2,6.8,6.5,4.3,2.3,5.0,7960.0,3.1,72.0,8.7,0.5,114.3,22.8,0.5,1.7,1.7,0.7,15.0,96.41,59.92
23.0,1,1.83,23.61,78.82,6.1,6.6,3.6,3.7,5.3,4467.0,1.9,4.0,7.8,3.5,99.8,11.2,5.4,2.1,2.6,1.1,5.0,68.53,66.15
22.0,0,1.75,26.01,79.3,6.6,6.0,5.6,5.5,5.6,7353.0,2.5,66.0,5.7,3.9,90.4,17.1,3.4,1.5,2.6,0.4,7.0,78.43,50.64
52.0,0,1.81,12.59,41.33,5.1,2.4,6.8,4.5,6.9,8012.0,2.9,59.0,3.8,5.0,96.2,21.6,3.4,1.1,1.7,6.7,2.0,40.94,24.16
41.0,1,1.59,28.15,71.39,7.4,7.2,4.4,5.7,6.6,5258.0,3.7,32.0,9.3,0.2,92.7,35.9,4.0,1.1,1.8,0.2,19.0,90.06,59.7
50.0,0,1.59,24.89,62.97,6.3,4.4,3.6,4.5,5.6,7144.0,1.4,72.0,5.5,4.1,67.5,32.2,8.5,0.9,1.6,8.5,11.0,57.39,63.21
38.0,1,1.69,20.57,58.62,5.9,4.9,2.7,2.1,4.1,6185.0,2.4,26.0,5.1,6.5,65.1,38.0,9.8,2.3,1.3,3.7,19.0,57.83,79.06
30.0,1,1.74,29.81,90.26,5.9,6.2,6.5,0.5,2.4,3572.0,1.0,0.0,2.5,8.4,88.4,38.2,5.4,0.9,1.6,1.1,4.0,49.87,56.7
56.0,0,1.84,17.71,60.19,7.2,6.3,5.3,4.2,4.8,8699.0,2.9,64.0,6.7,4.5,91.6,20.7,4.1,2.3,1.0,2.7,6.0,68.79,59.44
56.0,0,1.76,18.77,57.9,6.0,5.5,4.5,3.7,5.8,6293.0,1.7,34.0,6.3,4.5,90.2,23.5,2.6,1.5,2.4,2.2,6.0,70.48,52.66
51.0,0,1.68,25.19,71.14,7.1,6.3,4.0,2.5,5.5,7698.0,2.8,55.0,3.0,8.0,103.5,21.7,5.9,1.0,2.2,0.5,0.0,65.13,55.64
31.0,1,1.62,30.67,80.28,7.1,6.6,3.3,1.4,2.3,9205.0,2.7,78.0,6.9,2.4,85.7,19.6,8.6,2.1,2.3,0.8,6.0,78.83,74.08
46.0,0,1.8,20.99,67.88,6.7,5.9,5.1,2.9,6.2,4846.0,2.0,13.0,5.0,4.8,101.3,10.3,4.5,0.8,1.4,1.4,24.0,64.2,52.93
35.0,1,1.62,33.22,87.5,5.4,4.6,5.2,3.7,4.1,4978.0,2.9,15.0,10.0,0.0,87.1,24.9,0.2,2.1,1.3,2.0,34.0,50.93,52.53
22.0,0,1.83,23.27,77.96,5.3,4.6,6.1,5.0,9.1,9433.0,2.5,80.0,4.9,4.9,126.5,14.7,6.3,1.7,2.0,1.6,11.0,52.97,36.31
61.0,1,1.68,13.27,37.33,7.6,6.8,3.6,4.3,5.9,7522.0,3.5,58.0,5.1,5.6,91.6,24.7,7.0,0.9,2.0,1.3,9.0,75.39,66.93
24.0,1,1.83,18.59,62.06,6.4,5.1,6.5,6.4,8.6,4291.0,2.1,11.0,4.3,5.9,136.8,41.9,1.8,2.0,1.9,1.2,0.0,60.07,39.18
63.0,1,1.75,20.01,61.57,6.7,6.4,4.2,2.4,2.6,4768.0,3.1,8.0,8.6,2.8,97.0,20.9,5.4,2.0,1.8,1.4,32.0,70.37,76.49
39.0,0,1.69,27.06,77.19,6.3,5.3,4.3,5.3,7.3,4180.0,2.2,21.0,5.3,3.6,85.7,26.6,5.9,2.7,3.0,1.1,0.0,64.22,54.08
27.0,1,1.66,11.14,30.63,7.1,6.1,3.0,4.1,6.3,5665.0,2.4,17.0,4.6,6.0,72.0,32.3,4.9,2.5,2.3,1.6,43.0,59.98,73.02
43.0,1,1.67,38.68,108.24,5.3,4.1,6.8,5.0,7.0,6082.0,3.3,24.0,7.4,1.3,61.1,27.2,3.4,2.0,3.2,4.4,10.0,44.56,40.27
59.0,1,1.73,25.92,77.97,6.0,4.8,6.0,3.3,4.8,6717.0,3.2,35.0,3.2,6.9,70.2,27.3,7.0,0.4,2.8,2.0,6.0,53.08,50.31
52.0,1,1.71,24.81,72.23,6.2,4.2,3.9,5.6,6.7,7310.0,2.6,46.0,7.3,3.5,72.4,22.1,4.2,3.9,3.0,2.6,39.0,74.43,63.98
56.0,0,1.65,32.12,87.72,4.7,4.0,6.2,4.4,7.6,3958.0,1.0,0.0,9.6,0.2,97.9,23.1,2.0,0.1,1.4,1.8,0.0,46.01,26.57
49.0,0,1.69,36.96,105.15,6.7,5.1,3.7,3.0,5.0,5177.0,1.5,21.0,7.1,3.4,79.5,17.3,0.9,2.4,2.4,2.1,13.0,58.22,54.51
51.0,1,1.71,28.53,83.06,5.5,5.2,5.9,4.0,7.5,3385.0,1.0,0.0,7.3,1.8,93.7,31.8,7.5,1.9,1.7,1.7,12.0,48.19,51.56
58.0,0,1.53,36.0,84.23,5.9,5.2,7.1,3.6,5.1,6085.0,3.7,20.0,7.7,0.6,115.6,11.1,6.2,0.3,1.0,0.1,4.0,63.59,45.88
30.0,1,1.74,23.86,71.96,3.4,1.4,9.3,4.7,6.3,7459.0,3.7,62.0,9.4,1.1,88.2,32.8,5.2,1.4,2.9,10.0,8.0,46.88,4.35
41.0,1,1.62,25.81,67.88,5.9,5.7,5.5,2.2,5.0,4170.0,1.0,0.0,8.4,3.3,131.6,13.8,4.1,1.4,1.8,0.1,16.0,76.25,48.11
28.0,0,1.61,24.32,62.86,7.3,6.6,4.5,4.0,4.3,7162.0,2.4,51.0,6.9,2.1,66.5,32.7,3.9,2.8,1.4,1.0,19.0,78.14,60.99
64.0,1,1.57,23.52,57.61,7.1,5.6,4.7,4.6,5.4,4370.0,2.7,17.0,7.8,3.4,87.0,22.2,2.8,0.8,1.8,0.2,0.0,77.31,53.28
62.0,0,1.56,24.64,59.69,7.5,7.0,1.4,4.0,7.1,7101.0,1.1,66.0,4.2,5.8,79.2,15.1,4.1,1.2,1.5,0.2,41.0,78.78,81.32
20.0,1,1.59,19.64,49.74,5.2,4.2,7.0,6.0,6.8,6144.0,3.9,36.0,7.6,1.1,108.7,29.6,0.8,0.0,1.6,3.2,3.0,54.99,20.55
